open;high;low;close;volume;marketCap;timestamp
4.2998299599;4.4002799988;4.1846499443;4.348400116;0;74636937.732;"2013-04-28T00:00:00.000Z"
3.3904399872;3.4536099434;2.3959400654;3.0449099541;0;52694847.0708;"2013-05-03T00:00:00.000Z"
3.2836201191;3.4911201;3.2836201191;3.4092400074;0;59508216.0152;"2013-05-08T00:00:00.000Z"
3.260890007;3.3734300137;3.1989500523;3.2798399925;0;57790879.1952;"2013-05-13T00:00:00.000Z"
3.1986498833;3.3637499809;3.1308801174;3.2949299812;0;58518793.7122;"2013-05-18T00:00:00.000Z"
3.1185200214;3.1864600182;3.0907900333;3.181440115;0;56949220.3738;"2013-05-23T00:00:00.000Z"
3.1027998924;3.1300001144;3.0194199085;3.0921299458;0;55813731.901;"2013-05-28T00:00:00.000Z"
2.8277900219;2.8637700081;2.5587100983;2.7271199226;0;49625822.6165;"2013-06-02T00:00:00.000Z"
2.7791399956;2.7936799526;2.5115098953;2.602410078;0;47740050.7751;"2013-06-07T00:00:00.000Z"
2.4121699333;2.4542200565;2.3080101013;2.3847100735;0;44101286.2173;"2013-06-12T00:00:00.000Z"
2.1388599873;2.2889900208;2.0923700333;2.2780799866;0;42440639.5123;"2013-06-17T00:00:00.000Z"
2.8634300232;3.5843200684;2.6644699574;2.9240999222;0;54938148.7014;"2013-06-22T00:00:00.000Z"
2.8808000088;3.0318300724;2.8391399384;3.0197799206;0;57201137.8061;"2013-06-27T00:00:00.000Z"
2.94968009;3.0341899395;2.8063700199;2.8347198963;0;54124595.9229;"2013-07-02T00:00:00.000Z"
2.4577798843;2.6588199139;2.3842799664;2.6566100121;0;51099903.9764;"2013-07-07T00:00:00.000Z"
2.7227599621;2.9099199772;2.6963999271;2.7891299725;0;54066041.098;"2013-07-12T00:00:00.000Z"
3.0763499737;3.1697499752;3.0614900589;3.1451098919;0;61435018.7654;"2013-07-17T00:00:00.000Z"
2.9457800388;2.9536499977;2.8596899509;2.8875501156;0;56798841.9377;"2013-07-22T00:00:00.000Z"
2.8969299793;2.9350700378;2.8367199898;2.8799500465;0;57069607.591;"2013-07-27T00:00:00.000Z"
2.8741099834;3.0056800842;2.8534700871;2.9099199772;0;58053718.7776;"2013-08-01T00:00:00.000Z"
2.8440899849;2.9007999897;2.7855501175;2.8238799572;0;56751177.4944;"2013-08-06T00:00:00.000Z"
2.5513100624;2.7183198929;2.5268399715;2.6942999363;0;54533790.549;"2013-08-11T00:00:00.000Z"
2.7619700432;2.7919800282;2.6965000629;2.7172300816;0;55403721.9094;"2013-08-16T00:00:00.000Z"
2.7744998932;2.8418900967;2.5945699215;2.6953399181;0;55356973.7802;"2013-08-21T00:00:00.000Z"
2.5765399933;2.6545200348;2.5553600788;2.5655899048;0;53066612.2482;"2013-08-26T00:00:00.000Z"
2.6564800739;2.6857500076;2.5508899689;2.5838301182;0;53839084.8419;"2013-08-31T00:00:00.000Z"
2.8166100979;2.9466900826;2.7128100395;2.7549099922;0;57764622.2908;"2013-09-05T00:00:00.000Z"
2.7312099934;2.7312099934;2.6181600094;2.6441099644;0;55834295.9328;"2013-09-10T00:00:00.000Z"
2.5854101181;2.7183699608;2.5485899448;2.6399900913;0;56132470.5762;"2013-09-15T00:00:00.000Z"
2.6095600128;2.7164700031;2.456330061;2.4772799015;0;53041487.9904;"2013-09-20T00:00:00.000Z"
2.4698998928;2.5054299831;2.3707900047;2.3707900047;0;51114569.0522;"2013-09-25T00:00:00.000Z"
2.2986299992;2.4522600174;2.2342400551;2.3527700901;0;51043443.9663;"2013-09-30T00:00:00.000Z"
2.1918599606;2.2216000557;2.1189301014;2.1454999447;0;46851373.611;"2013-10-05T00:00:00.000Z"
1.9313000441;2.384059906;1.8494399786;2.0267601013;0;44545533.7979;"2013-10-10T00:00:00.000Z"
2.0552399158;2.076100111;1.8966200352;1.9607399702;0;43381160.7401;"2013-10-15T00:00:00.000Z"
1.8693799973;1.959190011;1.8693799973;1.9294400215;0;42968323.9485;"2013-10-20T00:00:00.000Z"
2.293200016;2.6493899822;2.1210598946;2.1768100262;0;48790893.085;"2013-10-25T00:00:00.000Z"
2.1297399998;2.3101799488;2.1113500595;2.2931001186;0;51738623.6802;"2013-10-30T00:00:00.000Z"
2.9000599384;3.1698598862;2.7663700581;3.081389904;0;69959853.9089;"2013-11-04T00:00:00.000Z"
4.6080698967;4.6463098526;3.7979800701;4.2151398659;0;96352797.7539;"2013-11-09T00:00:00.000Z"
4.108809948;4.3946800232;4.0704598427;4.2860398293;0;98599673.0057;"2013-11-14T00:00:00.000Z"
9.4226903915;10.274600029;6.6587300301;8.0267000198;0;185902321.136;"2013-11-19T00:00:00.000Z"
10.589799881;10.8058004379;9.5010099411;10.4059000015;0;242571851.653;"2013-11-24T00:00:00.000Z"
44.3688011169;47.9398002625;28.6084003448;37.7398986816;0;885640044.386;"2013-11-29T00:00:00.000Z"
44.5299987793;44.5299987793;31.1387004852;37.7494010925;0;893103315.255;"2013-12-05T00:00:00.000Z"
31.4988994598;36.6882019043;31.4988994598;36.2882003784;0;864629579.044;"2013-12-10T00:00:00.000Z"
30.460100174;31.7087993622;28.2150001526;31.2775001526;0;750162437.53;"2013-12-15T00:00:00.000Z"
19.8547000885;21.9477005005;16.8756999969;17.5655002594;0;423829904.501;"2013-12-20T00:00:00.000Z"
17.6506004333;21.1485004425;17.0942993164;21.1485004425;0;513136460.562;"2013-12-25T00:00:00.000Z"
23.893699646;24.9498004913;23.7381000519;24.3775997162;12439600;595264230.579;"2013-12-30T00:00:00.000Z"
24.8134002686;25.6149997711;24.1800994873;25.106300354;12141900;616747356.485;"2014-01-04T00:00:00.000Z"
24.4867992401;25.2306995392;23.1592006683;24.4319000244;20669400;604044327.385;"2014-01-09T00:00:00.000Z"
24.2833003998;24.736700058;23.779499054;24.0981998444;7753650;599265699.623;"2014-01-14T00:00:00.000Z"
24.5601005554;25.440700531;24.0890007019;25.440700531;6974650;636410660.578;"2014-01-19T00:00:00.000Z"
22.2961006165;22.2961006165;19.5604991913;20.7238006592;24376400;520731150.255;"2014-01-24T00:00:00.000Z"
21.4234008789;22.3444004059;21.4234008789;21.922000885;6053630;553857225.488;"2014-01-29T00:00:00.000Z"
22.3738002777;22.5216007233;21.598400116;21.9055995941;3524210;556423137.942;"2014-02-03T00:00:00.000Z"
18.5300998688;18.9778003693;17.7957992554;18.0846996307;6965790;462123836.849;"2014-02-08T00:00:00.000Z"
16.926700592;17.123500824;15.2555999756;15.2901000977;10353300;392563440.095;"2014-02-13T00:00:00.000Z"
15.4716997147;15.9436998367;15.382900238;15.6197004318;2986580;403505334.549;"2014-02-18T00:00:00.000Z"
14.983300209;16.1567993164;14.7804002762;15.4948997498;8169300;402561437.705;"2014-02-23T00:00:00.000Z"
