open;high;low;close;volume;marketCap;timestamp
0.9984620214;1.0153900385;0.9898909926;1.0115699768;10643500;0;"2018-03-06T00:00:00.000Z"
1.0033999681;1.0180599689;0.9822840095;1.0163500309;2401910;0;"2018-03-08T00:00:00.000Z"
1.0008100271;1.0288200378;0.9803130031;1.0005400181;2099980;0;"2018-03-11T00:00:00.000Z"
0.9864929914;1.0187499523;0.9834370017;1.003469944;1210120;6584694.87975;"2018-03-13T00:00:00.000Z"
0.9954019785;1.0164599419;0.9844580293;0.9885810018;902615;6504418.11855;"2018-03-16T00:00:00.000Z"
0.9694499969;1.0143699646;0.9694499969;1.004940033;2291760;6612052.977;"2018-03-19T00:00:00.000Z"
1.0028100014;1.0178300142;0.9831600189;0.9989299774;1219640;6572509.8815;"2018-03-21T00:00:00.000Z"
1.0041699409;1.0090299845;0.9873759747;0.9988999963;967029;7915398.22378;"2018-03-24T00:00:00.000Z"
0.9949929714;1.0116599798;0.9824979901;1.000970006;2587900;7931801.14131;"2018-03-26T00:00:00.000Z"
1.0012899637;1.0142999887;0.978259027;1.0082999468;2985780;7989884.90242;"2018-03-29T00:00:00.000Z"
1.0005300045;1.0181399584;0.9922810197;1.0062600374;2178630;9533422.70833;"2018-04-01T00:00:00.000Z"
0.998044014;1.0123699903;0.9894149899;1.0017900467;1527120;9491073.4154;"2018-04-03T00:00:00.000Z"
1.005210042;1.0154999495;0.9962980151;1.0096999407;867908;9666983.66308;"2018-04-06T00:00:00.000Z"
1.0050799847;1.0158100128;0.9997209907;1.0084799528;617041;9655303.24308;"2018-04-08T00:00:00.000Z"
0.9995099902;1.0132900476;0.9949309826;1.0105099678;803442;9663623.08602;"2018-04-11T00:00:00.000Z"
1.0100200176;1.016100049;0.9860839844;1.0092300177;3937500;9661474.59914;"2018-04-14T00:00:00.000Z"
1.0020999908;1.0127199888;0.9947569966;0.9981139898;2861680;9764663.79558;"2018-04-16T00:00:00.000Z"
1.0085799694;1.0094799995;0.9906499982;0.9987099767;1474770;9760507.43197;"2018-04-19T00:00:00.000Z"
0.9898859859;1.0089399815;0.9879369736;1.0086300373;1920660;9857456.73029;"2018-04-21T00:00:00.000Z"
0.9913600087;1.0044499636;0.9522989988;1.0042799711;1494160;12064530.8811;"2018-04-24T00:00:00.000Z"
1.0057300329;1.0099400282;0.991057992;0.9972509742;1747910;11980090.6976;"2018-04-27T00:00:00.000Z"
1.0053299665;1.0111500025;0.9919739962;0.9948379993;1297700;11936571.453;"2018-04-29T00:00:00.000Z"
0.9962390065;1.0059700012;0.992027998;0.9955390096;802290;11944982.4069;"2018-05-02T00:00:00.000Z"
1.0047600269;1.0047600269;0.9918580055;0.9941830039;722743;11928712.4304;"2018-05-04T00:00:00.000Z"
0.9986079931;1.0087000132;0.9908090234;1.0034300089;1011150;12039662.6316;"2018-05-07T00:00:00.000Z"
0.9978410006;1.0031299591;0.9914479852;0.9990810156;434857;11972694.7226;"2018-05-10T00:00:00.000Z"
0.9942740202;1.0060100555;0.9849629998;0.9969409704;1241670;13354730.28;"2018-05-12T00:00:00.000Z"
0.9992600083;1.0113500357;0.991542995;1.0018700361;651311;13430851.5637;"2018-05-15T00:00:00.000Z"
1.0060499907;1.0246700048;0.9729800224;1.006090045;3660000;16291633.7613;"2018-05-17T00:00:00.000Z"
1.01583004;1.0183700323;1.0050100088;1.0123900175;1616580;16805640.3684;"2018-05-20T00:00:00.000Z"
0.998142004;1.1085599661;0.9803779721;1.0102900267;31960900;33445913.0042;"2018-05-23T00:00:00.000Z"
1.0006500483;1.0267499685;0.9995599985;1.0201300383;8279870;33924688.2614;"2018-05-25T00:00:00.000Z"
1.014089942;1.0248999596;1.000180006;1.0215300322;9679280;39456041.3243;"2018-05-28T00:00:00.000Z"
1.0025999546;1.014969945;0.990778029;0.9977750182;9076290;38538517.3537;"2018-05-30T00:00:00.000Z"
1.0024399757;1.0075000525;0.995757997;1.0029200315;11562800;43520666.171;"2018-06-02T00:00:00.000Z"
1.0034600496;1.0070899725;1.0005899668;1.0043200254;15273500;43711926.0802;"2018-06-05T00:00:00.000Z"
1.0003800392;1.0075399876;0.9979370236;1.0041899681;13952900;44042671.6228;"2018-06-07T00:00:00.000Z"
1.0027300119;1.017179966;0.9955189824;1.0045800209;23847900;44069822.3949;"2018-06-10T00:00:00.000Z"
1.004940033;1.0207799673;1.0027899742;1.0193400383;15674000;45252557.351;"2018-06-12T00:00:00.000Z"
1.0053100586;1.0112899542;1.0018099546;1.011070013;15217200;49907102.4951;"2018-06-15T00:00:00.000Z"
1.0091600418;1.0165100098;1.0049699545;1.0063099861;17222100;62494700.6083;"2018-06-18T00:00:00.000Z"
1.0037300587;1.0075999498;0.9992539883;1.0003199577;17136400;62610864.8074;"2018-06-20T00:00:00.000Z"
1.00691998;1.00691998;0.9923380017;0.9973559976;15467200;72699318.0939;"2018-06-23T00:00:00.000Z"
1.0034099817;1.0041799545;0.9881049991;0.9993810058;22197900;72846924.4844;"2018-06-25T00:00:00.000Z"
0.9997490048;1.0034199953;0.9823439717;1.0028899908;18233000;80355184.7434;"2018-06-28T00:00:00.000Z"
0.9982659817;1.0040400028;0.9975150228;1.0021300316;12893700;83970988.9282;"2018-07-01T00:00:00.000Z"
0.9941120148;1.0050699711;0.9941120148;1.0050699711;15218600;88520324.4671;"2018-07-03T00:00:00.000Z"
1.0090800524;1.0104000568;0.9913669825;1.0028899908;13368400;85908719.1979;"2018-07-06T00:00:00.000Z"
1.0187499523;1.0213700533;0.9900339842;0.9965630174;17873900;85295543.598;"2018-07-08T00:00:00.000Z"
1.0011899471;1.009739995;0.9951019883;0.9987649918;11917700;79523006.4765;"2018-07-11T00:00:00.000Z"
1.0028699636;1.0046299696;0.996894002;0.9991909862;8146890;79235557.1941;"2018-07-14T00:00:00.000Z"
0.9973719716;1.0001000166;0.9905890226;0.9977719784;13561000;78865553.8445;"2018-07-16T00:00:00.000Z"
0.9878460169;0.9978190064;0.9878460169;0.9905380011;13534900;77213920.5891;"2018-07-19T00:00:00.000Z"
0.9994729757;1.0020200014;0.9889370203;0.9949449897;11532200;76458869.3934;"2018-07-21T00:00:00.000Z"
0.9949070215;0.9991350174;0.9880759716;0.9928290248;12618400;70220884.5202;"2018-07-24T00:00:00.000Z"
0.9991930127;1.0028300285;0.9935129881;0.9978759885;12020800;62463852.3998;"2018-07-27T00:00:00.000Z"
0.9961509705;1.0007699728;0.9945229888;0.9967939854;8585920;62396122.6535;"2018-07-29T00:00:00.000Z"
1.00162;1.01091;0.997648;1.00476;19847000;57997598.729;"2018-08-01T00:00:00.000Z"
1.00381;1.00588;0.997583;0.99931;20301600;59190764.1925;"2018-08-03T00:00:00.000Z"
1.00251;1.00504;0.997767;1.00241;9780390;59143851.0134;"2018-08-06T00:00:00.000Z"
1.00228;1.00585;0.991522;1.00164;12954100;59417949.909;"2018-08-09T00:00:00.000Z"
1.00086;1.00952;0.991569;1.00593;15162300;61163947.0813;"2018-08-11T00:00:00.000Z"
1.00391;1.01611;0.997702;1.00258;17556200;58951085.4282;"2018-08-14T00:00:00.000Z"
1.0016;1.00785;0.998264;1.00142;12359900;64589389.9003;"2018-08-17T00:00:00.000Z"
1.00465;1.00767;0.99583;1.00031;9264480;65288036.0389;"2018-08-19T00:00:00.000Z"
1.00065;1.01796;0.992632;1.00442;17490200;66219824.6409;"2018-08-22T00:00:00.000Z"
1.00106;1.00604;0.996645;1.00312;13087500;68450342.8391;"2018-08-24T00:00:00.000Z"
1.00411;1.00752;0.995995;1.00005;13619000;72646185.1477;"2018-08-27T00:00:00.000Z"
1.00228;1.00748;0.996108;1.00112;15429600;72664862.6173;"2018-08-30T00:00:00.000Z"
1.00407;1.00407;0.992041;0.999304;13371600;72958067.8381;"2018-09-01T00:00:00.000Z"
1.00139;1.00528;0.995121;1.00245;13886600;73187753.7809;"2018-09-04T00:00:00.000Z"
1.00909;1.02343;0.994745;1.00402;20596300;77569462.7257;"2018-09-06T00:00:00.000Z"
1.00425;1.01569;0.983573;1.00639;14261100;79045777.4261;"2018-09-09T00:00:00.000Z"
1.00325;1.01186;0.99582;1.00138;13654500;82327337.1772;"2018-09-12T00:00:00.000Z"
1.00334;1.01573;0.996637;1.00125;12805900;85405548.6763;"2018-09-14T00:00:00.000Z"
1.00297;1.02125;0.997845;1.02125;20900900;87071380.8179;"2018-09-17T00:00:00.000Z"
1.00744;1.01429;0.977344;1.00447;16681200;93774816.0808;"2018-09-19T00:00:00.000Z"
0.996094;1.01027;0.987963;0.99774;20272100;93325206.3062;"2018-09-22T00:00:00.000Z"
1.00374;1.01041;0.995625;0.999358;25032000;93476548.5234;"2018-09-25T00:00:00.000Z"
1.00296;1.00595;0.98374;0.99942;28380300;93472288.6303;"2018-09-27T00:00:00.000Z"
1.00476;1.0087;0.994362;1.00468;13637100;103649357.418;"2018-09-30T00:00:00.000Z"
1.00313;1.01235;0.999185;1.01138;15235100;107678460.978;"2018-10-02T00:00:00.000Z"
1.00364;1.00814;0.995832;1.00144;11477000;118440329.85;"2018-10-05T00:00:00.000Z"
1.00227;1.00548;0.995656;1.00047;9814050;116721415.784;"2018-10-08T00:00:00.000Z"
1.00381;1.012;1.00191;1.00835;9795570;119637815.879;"2018-10-10T00:00:00.000Z"
1.01604;1.03229;1.01026;1.01924;12101400;137946094.734;"2018-10-13T00:00:00.000Z"
1.03358;1.15046;1.02714;1.03218;73370100;157347699.67;"2018-10-15T00:00:00.000Z"
1.01856;1.02203;1.01097;1.01487;18473700;160565829.766;"2018-10-18T00:00:00.000Z"
1.01073;1.01817;1.00447;1.01594;15612600;169427897.762;"2018-10-21T00:00:00.000Z"
1.00844;1.01578;1.00712;1.01341;18143500;177389749.483;"2018-10-23T00:00:00.000Z"
1.01044;1.01417;1.00773;1.01011;22832600;176320170.741;"2018-10-26T00:00:00.000Z"
1.00967;1.01249;1.00489;1.01015;24142100;179458617.957;"2018-10-28T00:00:00.000Z"
1.00677;1.00836;0.995865;0.998645;25643200;172800738.313;"2018-10-31T00:00:00.000Z"
